acc390feb1fbbe70d6a7ad2203a8b8c3c93e52d9782886124606686bc5716fed,66,007fafe220598a143fed356ad2aa8671b60f46f9bdb6426282a799780813a73b895d4a1008c913f254dbcb8eaa0d9feb734c34c2de5d0529cef428ff97ea5bc85aad848a2742a2dbeb2942f892d589f23e09b22c9676d535a0d27e12814eb3df1cc64c0c5a353d580534a97da888bc0178a196a864e9002c9a335996dfe3d8aedc0068d6ffe7ee8e46750ac554044daa9617dd4c135a19952cdad13233847b8943aee9528352586659de15d764a3e4ab617167415e7fa13d38358bef1a2ffd50cd65c3b045fe87000ddf466ae3ef9c226fc95eb2690a2805ac554e79559f5cf27386e90577dacc184ddf3e1710690d53ff2cc1024e866ed895e7736fb651765b71a7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
c86348990a772d094da4b5d4a3014a2d981c4b36fa1df672456d98d69bfb3f9e,68,003c5e0616d8fb493f44212da87916f5baade09bfa157f7c893671c58ac2d4be2bba4d95abc220c07a1270d089c4a43ec85383560aea51b2a1916e2d0226313d60585f0eb563f6caedb89aaabb4e514027c4553722d672faf28b5bb884df2d9a1eff38b88bde0d92e805163be644116e1fb08c8b344b41e7dbbb994d1cba613548ffecb4a99cf67fd7ae952e5218916af3eb29aff0c45468784c9c90c16112c6da360ed725b8247310f7ca14a84c55ff78eb8947d8ba875bd22481e0e4b212a78337e9e48c56e1068dce5291486049090cbf879b64be0ebbda827835eeffef2a1aa8febe348e768bda78b77c11ea7ad07adda74bcc835edb6f7ac89442360598d835000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
7bd5c3dba392a0ef4b02052200748d5065e4d5d2f3bbf11ca5edeaccfc44f7aa,70,002e70266d48c481b069fc4ba8752cc08401fafaaacd093c2c3a13ffe23bccf55578d824953a6775b4beabf134a93ae1779b755bf75599decc3d49f8f00fc361042c7abd51475dc332318827dc07ed7067a7922f259872c136df7403d10b011c9c695dec23b6d7d2ef37f8a15c0619d068ba3673ae36dcd25411e9635a4f3e67970004482887262795d1a139a1634e40343fc83a47adb55e7733e6988105ae7619bbf0ef43f84b5bde260b647e4f7e59face2bf8da1044a1059e5c527f78afac642bc77a73c88e3010c0fc078ac954c93b0f26f66252e2aea8052068b3499993fe12928d360434618759dbef1af878ecda733f4a03707e04951b4772c553aaf3187f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
eb75c64710b78f776ad283b76290564d0aefa1ab0a5d0c46b589231ad649daa6,72,0048ca15dc2b3762d4c484ff8dda74d13b143863179b515f13347e7d93df49b06d51f1b5b7a603c0973d4e6f6a533ab27f7a1e3f36067c4a912c76587191f85d1b4ae2a245b6cc73a0322473cdd09ace277bb415513602aeff7f56103b21974850c85f336575cfd8323f08535afa56ca8d96a3d96fedcc352bcad68ca65e91be52ffc91b45a85107e6f35414fcadf2a70d944f1a384d3058bbec7086f8837aa4569a9b0376a8cd6663411769733aa610cc6b05475bf2ff4617ee0a2e3e9acf3da1e27fcda0e0806797780197c9104c52a729c8f3f26f35924e35065765ee487e41ea931bed561ff8cf907e4a2b5537a3bb11e7598b27ce79371058e788e3a9c7325b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
0420f40818b5d7d815979b584ec63032c182a2d32c22057d743f0791e42058a5,74,0044eb225ca15b304802e0d0d3f9c1c600587efe2924c0b5f382b2bc8bd40945144e88045433f44fbb05e7768df88dc0326298d13887f3978c8fba8e1df7844580425fd84c1572338bd746f13cea7dd66c77eee6a355fe5e4d8d5bf81403617dfbdce537565be35503a6d0ed032c06b95ba7d5eca5d18bcc5c99cee26a650a4cb7ffc4a2f34d3e0471a2f723150b21bbad5079e20334c9387a56936fdb7ca5ac79461b859d5a66c9380c527f08f8f6006c6e0e54b95883f20f5090a0acbeaa4a8c28959e17241824a4f6b2cdadf66a04cde78e34372ee934e6fe5d04da153acfc7744c66b0d09494a0fb244e2f1073499e00b7e84cd3251f75d71c9631ad509b6b51000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
e83db5f7cdc62ba87067db648a5ba45fd8d4962b230ecd6492fdb675ccf349f1,76,0052edc3b89aeb8ac8bba0e5fc48ebdebd08d12dff7290671b37811ee8b3ee94691dd448652bcbf28e06983edfb549c5bc76d48013a2ae21966b51bf6ea1af38faad09ae5f5b423486dbda7a02db1ef4e0c86fd867bb4ab0e539f94abfd4429b7b5d0c20136ca89795d47f260c24502a8e13680f39354f8815eb88b692718b7a5c004067789e5a8d305423b39711391d1d2bdbaf7244e68c10f0938d852259932a7f6a7038cb3f8d137482f14fa4e990b3f04e12c2eebfb67d45315331bc6fbe64dee6bf0efe04639099af6afd12e0070aa389aa23f6d47e751711c77835b54353834d67ab4047619b64e383f668e0d9d6d74e908e40caa3732fbd61583152f2ae69000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
ef66ffbf7622837a1bbec1d9f9566ca0169f589e106a787cbbf8573ca805361f,78,0036727b76c471e24f765da3b82bad166d270ffff3a563f6b6b225bd99dbf9e6785ccc81fe3fa6a7683c0a87f4622b94d9de0ba32284d982055b28bafdaf8b956f1a725b0baee66cb2d9e3e529e86bf2ff8d13d3dcdd0a4669bd82912c8f7c14937bd2a23378959d8a56b024f41b332ec0aadba3216206bc0232cb474a9412d48a003124560520bebb110ace995e6975efea93a2f709d8504d77f6548b69c5df925a1de02d1480e42176301cda796289a2a884eeb36d04aa5c42340306a958be9fd53d7b0db624050358d5204beadd814c165d5ed7713a2b2c8d056d5d1069d5f2ecd181a55033c79125d695fee838142143080567100bd781d0751c48cf8dbf7f9f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
aa18865c2bf1224c16f4c3046a4bb6544a7f33d7c276a904f883e82348022505,80,0029c179e18c4c52468719383e6bd85458a2b46fe56529df1da45f26a6aa6846d611cd4f47e37d31d486d3b87330f21446a0f2affab9fb53dd46bd2a6532abbdb219161c3f1ba3027fcb1a9a9769babae3543b6b2eea599f973986b44b30ccff5d60662b7605d7877ba89d649a1a83d71c85ba5ae27b5209c6d68c983aa66b5cb0fff679fbd3dc2ab353d5f064ffdcb479b30ed5b0479d97154e2da5f160c1b3d6fd7be62f1ed949da88f1e4adbd40247c4124a511191837d507a93c6f293bdb9065012accdb4760bd72c11acf8b5bc9096eb3f599ef493e336d1e5e0c3a2b94ae4a46df8b73ef471a727104064a86d4b30acc1d40ee365a49f8fae39189a7961835000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
967395ed49aa40a53272a05d2d9681e2559f1903059b58150cdce10c4d419080,82,002ec08b590608015c20459f26fa73121d82207c042c0f48b3db898bcdb32ff53b824f165724e93dfb0ddbdecd06eedaba1d1916cf385095d9a5f600975d90494c4bf10c25b40fd682e88fd58c09a87095ceba6ed362949a617caf3ea7d23c047f7e20fcb7799c0c625762b5fe7e572dec89d17d7c8ad827b773b64d2efab2d4ee000025509b28ce6f4926485cb240923487b7a78b70ba202ca9648d5aa36b7b0ae35181ef1fa9e37df9238067da4baacf25ea1f29798052770900490b79618ae514d3909209c2b168a932e1a0603b29fb47ecd6242f992f66ad959af29bfcc25cb6ebee12cefd9e96b1e3f3b27bb5bb8f51f4c8c9aa633748da6830a014ec18a2e9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
898b73d870f6d6c37bd0ae1a9aadaf79c6dd3dd60c935c9f167bd7f78487bb37,84,0050b7962db6d4c5171cffb068c9942900847869b12dd2aa13a8a8583bf7a3cda294b4b551e3383d2a2a8ca3f5055f91efd5dcd1b05604cb18e18ff8cb09b961f576d1027e4692873e827a6178dc8bf48ff74305ee9b373d7aaab69174a53c7b0a70d0070dc7bfaf9a7ad943f05b13227b0348a659e3d6f749b4d351f40a384612ffcc8a1deb6ca8506ed1b8e1028a7e57c83f3e7b60bad5449b40af583ff712614b14b3f36075f2b82a7901bbe5138a1dc96c7dce213e7459749ab39c400da8a9bcc9ebf37bf54517dbfa046112e36de02162c1243eb2292ac0bf094ffe8b93782d7ce5d68ce6e1db4a2d67a837465b1ba4978ab803fc7e8064aaa900ffd25b573d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
